 INDIV ,species,Locality,WT,SVL,TL,Trial1,Trial2,BASE,INJ #,TTX DOSE,POST TIME,POST/BASE,ml of Dilution,dilution,,50% MAMU,,
SE12,3.17,189,244,1.092 ,1.209 ,1.151 ,,0.001,1.728,66.58%,,92.9,,,,,,
SE12,3.17,189,244,1.092 ,1.209 ,1.151 ,,0.002,1.372,83.86%,,,,,,,,
SE12,3.17,189,244,1.092 ,1.209 ,1.151 ,,0.005,2.369,48.56%,,,,,,,,
SE13,3.4,191,247,1.241 ,1.155 ,1.198 ,,0.001,1.059,113.13%,,85.8,,,,,,
SE13,3.4,191,247,1.241 ,1.155 ,1.198 ,,0.002,1.126,106.39%,,,,,,,,
SE13,3.4,191,247,1.241 ,1.155 ,1.198 ,,0.005,3.01,39.80%,,,,,,,,
SE14,3.59,195,256,1.155 ,1.237 ,1.196 ,,0.001,1.81,66.08%,,73.7,,,,,,
SE14,3.59,195,256,1.155 ,1.237 ,1.196 ,,0.002,1.811,66.04%,,,,,,,,
SE14,3.59,195,256,1.155 ,1.237 ,1.196 ,,0.005,2.974,40.22%,,,,,,,,
SE15,3.4,187,245,1.174 ,1.048 ,1.111 ,,0.001,1.72,64.59%,,79.2,,,,,,
SE15,3.4,187,245,1.174 ,1.048 ,1.111 ,,0.002,1.672,66.45%,,,,,,,,
SE15,3.4,187,245,1.174 ,1.048 ,1.111 ,,0.005,2.548,43.60%,,,,,,,,
SE2,3.17,191,256,1.197 ,1.032 ,1.115 ,,0.001,1.408,79.15%,,53.6,,,,,,
SE2,3.17,191,256,1.197 ,1.032 ,1.115 ,,0.002,1.774,62.82%,,,,,,,,
SE2,3.17,191,256,1.197 ,1.032 ,1.115 ,,0.005,7.137,15.62%,,,,,,,,
SE3,2.86,185,241,1.139 ,1.148 ,1.144 ,,0.001,1.126,101.55%,,69.9,,,,,,
SE3,2.86,185,241,1.139 ,1.148 ,1.144 ,,0.002,1.588,72.01%,,,,,,,,
SE3,2.86,185,241,1.139 ,1.148 ,1.144 ,,0.005,3.564,32.08%,,,,,,,,
SE4,3.27,190,252,1.207 ,1.062 ,1.135 ,,0.001,1.401,80.98%,,50.6,,,,,,
SE4,3.27,190,252,1.207 ,1.062 ,1.135 ,,0.002,1.928,58.84%,,,,,,,,
SE4,3.27,190,252,1.207 ,1.062 ,1.135 ,,0.005,6.234,18.20%,,,,,,,,
SE5,3.42,197,257,1.100 ,1.252 ,1.176 ,,0.001,1.472,79.89%,,60.7,,,,,,
SE5,3.42,197,257,1.100 ,1.252 ,1.176 ,,0.002,1.838,63.98%,,,,,,,,
SE5,3.42,197,257,1.100 ,1.252 ,1.176 ,,0.005,4.133,28.45%,,,,,,,,
SE6,3.12,189,247,1.122 ,1.114 ,1.118 ,,0.001,1.382,80.90%,,65,,,,,,
SE6,3.12,189,247,1.122 ,1.114 ,1.118 ,,0.002,1.411,79.23%,,,,,,,,
SE6,3.12,189,247,1.122 ,1.114 ,1.118 ,,0.005,6.542,17.09%,,,,,,,,
SE7,3.1,197,254,1.192 ,1.153 ,1.173 ,,0.001,1.386,84.60%,,77.1,,,,,,
SE7,3.1,197,254,1.192 ,1.153 ,1.173 ,,0.002,1.567,74.82%,,,,,,,,
SE7,3.1,197,254,1.192 ,1.153 ,1.173 ,,0.005,3.059,38.33%,,,,,,,,
SE8,3.58,199,259,0.991 ,1.107 ,1.049 ,,0.001,1.322,79.35%,,>95,,,,,,
SE8,3.58,199,259,0.991 ,1.107 ,1.049 ,,0.002,1.327,79.05%,,,,,,,,
SE8,3.58,199,259,0.991 ,1.107 ,1.049 ,,0.005,1.777,59.03%,,,,,,,,
SE9,3.24,194,259,1.117 ,1.135 ,1.126 ,,0.001,1.886,59.70%,,57.7,,,,,,
SE9,3.24,194,259,1.117 ,1.135 ,1.126 ,,0.002,1.861,60.51%,,,,,,,,
SE9,3.24,194,259,1.117 ,1.135 ,1.126 ,,0.005,3.781,29.78%,,,,,,,,
SS1,4.03,202,265,1.584 ,1.309 ,1.447 ,,0.002,1.754,82.47%,,>95,,,,,,
SS1,4.03,202,265,1.584 ,1.309 ,1.447 ,,0.005,1.827,79.17%,,,,,,,,
SS2,3.91,204,264,1.197 ,1.421 ,1.309 ,,0.002,1.552,84.34%,,>95,,,,,,
SS2,3.91,204,264,1.197 ,1.421 ,1.309 ,,0.005,1.399,93.57%,,,,,,,,
SS3,2.5,178,234,1.754 ,1.220 ,1.487 ,,0.002,2.023,73.50%,,85.3,,,,,,
SS3,2.5,178,234,1.754 ,1.220 ,1.487 ,,0.005,3.293,45.16%,,,,,,,,
SS4,3.61,192,255,1.365 ,1.327 ,1.346 ,,0.002,1.76,76.48%,,>95,,,,,,
SS4,3.61,192,255,1.365 ,1.327 ,1.346 ,,0.005,2.024,66.50%,,,,,,,,
SS5,3.69,203,269,1.546 ,1.150 ,1.348 ,,0.002,1.651,81.65%,,>95,,,,,,
SS5,3.69,203,269,1.546 ,1.150 ,1.348 ,,0.005,1.861,72.43%,,,,,,,,
SS6,3.84,207,264,1.710 ,1.289 ,1.500 ,,0.002,1.425,105.23%,,>95,,,,,,
SS6,3.84,207,264,1.710 ,1.289 ,1.500 ,,0.005,2.167,69.20%,,,,,,,,
SS7,2.85,187,250,1.476 ,1.387 ,1.432 ,,0.002,1.466,97.65%,,80.2,,,,,,
SS7,2.85,187,250,1.476 ,1.387 ,1.432 ,,0.005,4.347,32.93%,,,,,,,,
SS8,3.32,201,258,1.665 ,1.216 ,1.441 ,,0.002,1.54,93.54%,,>95,,,,,,
SS8,3.32,201,258,1.665 ,1.216 ,1.441 ,,0.005,2.05,70.27%,,,,,,,,
SS9,3.51,203,262,1.507 ,1.395 ,1.451 ,,0.002,1.629,89.07%,,>95,,,,,,
SS9,3.51,203,262,1.507 ,1.395 ,1.451 ,,0.005,2.199,65.98%,,,,,,,,
SZ1,3.74,193,262,1.168 ,1.182 ,1.175 ,,0.002,1.361,86.33%,,93.7,,,,,,
SZ1,3.74,193,262,1.168 ,1.182 ,1.175 ,,0.005,2.405,48.86%,,,,,,,,
SZ10,3.45,193,260,1.314 ,1.385 ,1.350 ,,0.002,1.796,75.14%,,86.4,,,,,,
SZ10,3.45,193,260,1.314 ,1.385 ,1.350 ,,0.005,2.974,45.38%,,,,,,,,
SZ11,3.25,190,248,1.170 ,1.073 ,1.122 ,,0.002,1.896,59.15%,,59,,,,,,
SZ11,3.25,190,248,1.170 ,1.073 ,1.122 ,,0.005,3.302,33.96%,,,,,,,,
SZ12,3.4,187,252,1.333 ,1.334 ,1.334 ,,0.002,1.759,75.81%,,84.7,,,,,,
SZ12,3.4,187,252,1.333 ,1.334 ,1.334 ,,0.005,3.027,44.05%,,,,,,,,
SZ2,3.2,175,232,1.316 ,1.622 ,1.469 ,,0.002,1.904,77.15%,,84.2,,,,,,
SZ2,3.2,175,232,1.316 ,1.622 ,1.469 ,,0.005,3.378,43.49%,,,,,,,,
SZ3,2.98,187,243,1.536 ,1.255 ,1.396 ,,0.002,1.74,80.20%,,>95,,,,,,
SZ3,2.98,187,243,1.536 ,1.255 ,1.396 ,,0.005,2.449,56.98%,,,,,,,,
SZ4,3.17,186,253,1.395 ,1.320 ,1.358 ,,0.002,2.064,65.77%,,64,,,,,,
SZ4,3.17,186,253,1.395 ,1.320 ,1.358 ,,0.005,4.38,30.99%,,,,,,,,
SZ5,3.25,188,248,1.230 ,1.196 ,1.213 ,,0.002,2.138,56.74%,,>95,,,,,,
SZ5,3.25,188,248,1.230 ,1.196 ,1.213 ,,0.005,2.408,50.37%,,,,,,,,
SZ6,3.52,189,255,1.420 ,1.188 ,1.304 ,,0.002,2.556,51.02%,,no data,,,,,,
SZ7,3.49,193,260,1.342 ,1.183 ,1.263 ,,0.002,1.453,86.89%,,75.9,,,,,,
SZ7,3.49,193,260,1.342 ,1.183 ,1.263 ,,0.005,4.064,31.07%,,,,,,,,
SZ8,3.63,195,261,1.293 ,1.104 ,1.199 ,,0.002,2.055,58.32%,,57.4,,,,,,
SZ8,3.63,195,261,1.293 ,1.104 ,1.199 ,,0.005,3.561,33.66%,,,,,,,,
SZ9,3.65,192,258,1.392 ,1.402 ,1.397 ,,0.002,1.882,74.23%,,81.8,,,,,,
SZ9,3.65,192,258,1.392 ,1.402 ,1.397 ,,0.005,3.29,42.46%,,,,,,,,
TT1,4.05,209,272,0.925 ,1.106 ,1.016 ,,0.002,1.429,71.06%,,>95,,,,,,
TT1,4.05,209,272,0.925 ,1.106 ,1.016 ,,0.005,1.776,57.18%,,,,,,,,
TT2,5.34,223,231,0.939 ,0.908 ,0.924 ,,0.002,0.869,106.27%,,>95,,,,,,
TT2,5.34,223,231,0.939 ,0.908 ,0.924 ,,0.005,1.661,55.60%,,,,,,,,
TT3,5.1,228,303,1.072 ,0.940 ,1.006 ,,0.002,1.219,82.53%,,82.5,,,,,,
TT3,5.1,228,303,1.072 ,0.940 ,1.006 ,,0.005,2.481,40.55%,,,,,,,,
TT4,4.52,210,275,0.969 ,1.020 ,0.995 ,,0.002,1.364,72.91%,,>95,,,,,,
TT4,4.52,210,275,0.969 ,1.020 ,0.995 ,,0.005,1.564,63.59%,,,,,,,,
TT5,5.29,221,294,0.949 ,1.063 ,1.006 ,,0.002,1.283,78.41%,,>95,,,,,,
TT5,5.29,221,294,0.949 ,1.063 ,1.006 ,,0.005,1.345,74.80%,,,,,,,,
TT6,4.93,214,289,1.021 ,1.007 ,1.014 ,,0.002,1.027,98.73%,,>95,,,,,,
TT6,4.93,214,289,1.021 ,1.007 ,1.014 ,,0.005,1.591,63.73%,,,,,,,,
TT7,4.21,198,265,1.041 ,1.000 ,1.021 ,,0.002,1.348,75.70%,,73.6,,,,,,
TT7,4.21,198,265,1.041 ,1.000 ,1.021 ,,0.005,2.971,34.35%,,,,,,,,
UG1,3.91,196,263,1.241 ,1.099 ,1.170 ,,0.002,1.467,79.75%,,77.3,,,,,,
UG1,3.91,196,263,1.241 ,1.099 ,1.170 ,,0.005,3.228,36.25%,,,,,,,,
UG10,3.75,186,252,1.108 ,1.080 ,1.094 ,,0.002,1.486,73.62%,,>95,,,,,,
UG10,3.75,186,252,1.108 ,1.080 ,1.094 ,,0.005,1.849,59.17%,,,,,,,,
UG11,3.66,188,245,1.135 ,1.176 ,1.156 ,,0.002,1.784,64.77%,,61.3,,,,,,
UG11,3.66,188,245,1.135 ,1.176 ,1.156 ,,0.005,4.078,28.33%,,,,,,,,
UG12,3.22,177,237,1.139 ,1.080 ,1.110 ,,0.002,2.508,44.24%,,no data,,,,,,
UG12,3.22,177,237,1.139 ,1.080 ,1.110 ,,0.005,4.523,24.53%,,,,,,,,
UG13,3.64,182,246,0.969 ,0.962 ,0.966 ,,0.002,1.397,69.11%,,>95,,,,,,
UG13,3.64,182,246,0.969 ,0.962 ,0.966 ,,0.005,1.794,53.82%,,,,,,,,
UG2,3.89,190,254,1.129 ,1.109 ,1.119 ,,0.002,1.792,62.44%,,64.9,,,,,,
UG2,3.89,190,254,1.129 ,1.109 ,1.119 ,,0.005,3.118,35.89%,,,,,,,,
UG3,3.46,185,248,1.103 ,1.074 ,1.089 ,,0.002,2.288,47.57%,,no data,,,,,,
UG3,3.46,185,248,1.103 ,1.074 ,1.089 ,,0.005,3.852,28.26%,,,,,,,,
UG4,3.72,195,259,1.009 ,1.122 ,1.066 ,,0.002,1.507,70.70%,,67.7,,,,,,
UG4,3.72,195,259,1.009 ,1.122 ,1.066 ,,0.005,3.477,30.64%,,,,,,,,
UG5,3.7,191,256,1.191 ,1.031 ,1.111 ,,0.002,1.956,56.80%,,54.2,,,,,,
UG5,3.7,191,256,1.191 ,1.031 ,1.111 ,,0.005,3.41,32.58%,,,,,,,,
UG6,3.23,185,245,1.044 ,1.139 ,1.092 ,,0.002,1.583,68.95%,,64.5,,,,,,
UG6,3.23,185,245,1.044 ,1.139 ,1.092 ,,0.005,3.942,27.69%,,,,,,,,
UG7,3.05,183,236,1.212 ,1.256 ,1.234 ,,0.002,1.925,64.10%,,70.6,,,,,,
UG7,3.05,183,236,1.212 ,1.256 ,1.234 ,,0.005,3.137,39.34%,,,,,,,,
UG8,3.52,182,240,1.218 ,1.262 ,1.240 ,,0.002,2.15,57.67%,,61,,,,,,
UG8,3.52,182,240,1.218 ,1.262 ,1.240 ,,0.005,3.215,38.57%,,,,,,,,
UG9,3.76,193,259,0.990 ,1.099 ,1.045 ,,0.002,1.549,67.43%,,76,,,,,,
UG9,3.76,193,259,0.990 ,1.099 ,1.045 ,,0.005,2.553,40.91%,,,,,,,,
UM1,4.15,193,258,,1.245 ,1.245 ,,0.0005,1.276,97.57%,,112.4,,,,,,
UM1,4.15,193,258,1.511 ,1.245 ,1.378 ,,0.01,10.082,13.67%,,,,,,,,
UM10,4.23,205,277,1.056 ,1.033 ,1.045 ,,0.0005,1.328,78.65%,,86.9,,,,,,
UM10,4.23,205,277,1.056 ,1.033 ,1.045 ,,0.01,9.092,11.49%,,,,,,,,
UM11,4.36,207,280,1.116 ,0.985 ,1.051 ,,0.0005,1.269,82.78%,,90.8,,,,,,
UM11,4.36,207,280,1.116 ,0.985 ,1.051 ,,0.01,10.914,9.63%,,,,,,,,
UM12,3.98,196,267,1.036 ,0.922 ,0.979 ,,0.0005,1.139,85.95%,,98.8,,,,,,
UM12,3.98,196,267,1.036 ,0.922 ,0.979 ,,0.01,7.585,12.91%,,,,,,,,
UM2,4.66,206,274,1.120 ,1.105 ,1.113 ,,0.0005,1.093,101.78%,,113.4,,,,,,
UM2,4.66,206,274,1.120 ,1.105 ,1.113 ,,0.01,8.666,12.84%,,,,,,,,
UM3,4.39,203,268,1.205 ,1.037 ,1.121 ,,0.0005,1.29,86.90%,,147.4,,,,,,
UM3,4.39,203,268,1.205 ,1.037 ,1.121 ,,0.01,2.922,38.36%,,,,,,,,
UM4,4.24,204,276,1.269 ,1.184 ,1.227 ,,0.0005,1.448,84.70%,,121,,,,,,
UM4,4.24,204,276,1.269 ,1.184 ,1.227 ,,0.01,4.338,28.27%,,,,,,,,
UM5,3.46,195,262,1.212 ,1.255 ,1.234 ,,0.0005,1.459,84.54%,,97.1,,,,,,
UM5,3.46,195,262,1.212 ,1.255 ,1.234 ,,0.01,9.489,13.00%,,,,,,,,
UM6,4.04,200,267,1.039 ,0.944 ,0.992 ,,0.0005,1.273,77.89%,,83.4,,,,,,
UM6,4.04,200,267,1.039 ,0.944 ,0.992 ,,0.01,10.473,9.47%,,,,,,,,
UM7,4.41,205,271,1.044 ,0.932 ,0.988 ,,0.0005,1.248,79.17%,,84.3,,,,,,
UM7,4.41,205,271,1.044 ,0.932 ,0.988 ,,0.01,11.672,8.46%,,,,,,,,
UM8,4.44,206,274,1.189 ,1.186 ,1.188 ,,0.0005,1.233,96.31%,,107.6,,,,,,
UM8,4.44,206,274,1.189 ,1.186 ,1.188 ,,0.01,11.285,10.52%,,,,,,,,
UM9,4.39,205,272,1.068 ,1.013 ,1.041 ,,0.0005,1.259,82.64%,,100,,,,,,
UM9,4.39,205,272,1.068 ,1.013 ,1.041 ,,0.01,6.082,17.11%,,,,,,,,
,,,,,,,,,,,,,,,,,,
"T. couchii, Devil",,,,,,,,,,,,,,,,,,
INDIV,WT,SVL,TL,Trial1,Trial2,BASE,INJ #,TTX DOSE,POST TIME,POST/BASE,,,,,mamu,,,
UC1,6.08,227,295,1.113 ,1.180 ,1.147 ,1,0.0001,1.283,89.36%,,4.98,,,,,,
UC1,6.08,227,295,1.113 ,1.180 ,1.147 ,2,0.0005,2.556,44.86%,,,,86.71%,1.097 ,,,
UC10,7.3,222,294,1.221 ,1.206 ,1.214 ,1,0.0005,2.544,47.70%,,5.12,,41.12%,5.486 ,,,
UC10,7.3,222,294,1.221 ,1.206 ,1.214 ,2,0.0001,1.603,75.70%,,,,,,,,
UC2,5.11,221,296,1.093 ,1.137 ,1.115 ,1,0.0001,2.063,54.05%,,1.53,,,,,,
UC2,5.11,221,296,1.093 ,1.137 ,1.115 ,2,0.0005,8.432,13.22%,,,,mean mass,,,,
UC3,6.24,213,289,1.404 ,1.374 ,1.389 ,1,0.0001,1.633,85.06%,,3.45,,6.184,,,,
UC3,6.24,213,289,1.404 ,1.374 ,1.389 ,2,0.0005,6.996,19.85%,,,,,,,,
UC4,6.19,234,311,,1.178 ,1.178 ,1,0.0001,1.431,82.32%,,3.92,,,,,,
UC4,6.19,234,311,,1.178 ,1.178 ,2,0.0005,3.658,32.20%,,,,,,,,
UC5,6.99,225,298,1.514 ,1.288 ,1.401 ,1,0.0001,1.431,97.90%,,no data,,,,,,
UC5,6.99,225,298,1.514 ,1.288 ,1.401 ,2,0.0005,1.764,79.42%,,,,,,,,
UC6,6.92,228,297,,1.408 ,1.408 ,1,0.0005,10.433,13.50%,,3.34,,,,,,
UC6,6.92,228,297,,1.408 ,1.408 ,2,0.0001,1.598,88.11%,,,,,,,,
UC7,6.12,226,305,1.435 ,1.194 ,1.315 ,1,0.0005,2.019,65.11%,,no data,,,,,,
UC7,6.12,226,305,1.435 ,1.194 ,1.315 ,2,0.0001,1.319,99.66%,,,,,,,,
UC8,5.98,213,283,1.351 ,1.406 ,1.379 ,1,0.0005,3.932,35.06%,,4.48,,,,,,
UC8,5.98,213,283,1.351 ,1.406 ,1.379 ,2,0.0001,1.288,107.03%,,,,,,,,
UC9,6.85,235,231,1.168 ,1.050 ,1.109 ,1,0.0005,1.841,60.24%,,no data,,,,,,
UC9,6.85,235,231,1.168 ,1.050 ,1.109 ,2,0.0001,1.261,87.95%,,,,,,,,
